c9,,46275.693,32804.582,34.859
c10,,46267.004,32804.635,34.944
c11,,46264.106,32797.249,35.012
c12,,46263.687,32797.107,34.913
c13,,46263.305,32796.542,34.971
c14,,46262.374,32782.206,35.134
c15,,46255.365,32782.558,34.692
c16,,46276.251,32804.682,35.828
c17,,46278.271,32804.642,35.852
c18,,46276.374,32809.092,37.497
c19,,46276.349,32810.579,37.860
c20,,46282.212,32812.980,38.556
c21,,46285.579,32811.085,38.490
c22,,46285.510,32807.114,38.370
c23,,46292.237,32810.993,38.429
c24,,46291.871,32796.415,38.309
c25,,46287.678,32799.932,38.318
c26,,46283.770,32800.078,38.280
c27,,46287.524,32796.314,38.286
c28,,46287.524,32796.365,38.520
c29,,46292.560,32813.101,40.242
c30,,46292.821,32796.390,38.228
c31,,46279.715,32796.711,37.982
c32,,46292.738,32794.012,37.444
c33,,46292.632,32789.928,37.466
c34,,46292.474,32787.858,36.573
c35,,46292.401,32783.645,36.560
c36,,46292.297,32781.708,35.603
c37,,46292.171,32776.465,35.516
c38,,46292.144,32776.075,35.432
c39,,46292.316,32810.939,39.502
c40,,46293.333,32810.984,38.434
c41,,46293.158,32806.874,38.352
c42,,46342.766,32809.467,38.374
c43,,46343.105,32819.385,38.522
c44,,46345.357,32819.318,38.453
c45,,46345.688,32825.770,38.580
c46,,46345.285,32825.353,39.021
c47,,46344.883,32819.925,38.706
c48,,46343.079,32819.999,38.641
c49,,46343.273,32821.244,39.632
c50,,46343.802,32825.213,39.425
c51,,46343.829,32825.569,39.505
c52,,46344.671,32825.596,39.355
c53,,46344.981,32835.622,39.525
c54,,46345.040,32824.534,41.752
c55,,46345.233,32836.676,38.466
c56,,46324.624,32837.505,39.195
c57,,46349.402,32809.237,38.309
c58,,46350.322,32833.710,38.385
c59,,46374.805,32808.684,38.337
c60,,46364.870,32809.096,38.333
c61,,46364.825,32818.795,38.422
c62,,46365.318,32830.740,38.435
c63,,46365.604,32803.113,38.160
c64,,46362.491,32802.693,37.955
c65,,46361.338,32799.216,37.538
c66,,46361.791,32776.437,35.814
c67,,46356.467,32776.377,35.783
c68,,46356.240,32799.103,37.574
c69,,46355.534,32803.376,37.741
c70,,46351.963,32805.041,38.061
c71,,46349.654,32805.080,38.209
c72,,46350.436,32804.486,38.272
c73,,46350.666,32803.975,38.301
c74,,46350.549,32802.622,38.321
c75,,46352.826,32801.469,38.061
c76,,46353.799,32798.488,37.648
c77,,46354.055,32782.288,36.016
c78,,46362.853,32797.423,45.352
c79,,46363.951,32799.811,37.770
c80,,46365.227,32801.886,38.149
c81,,46347.340,32779.821,36.423
c82,,46353.548,32774.980,35.640
c83,,46352.430,32774.901,35.567
c84,,46352.926,32775.378,35.699
c85,,46353.609,32776.404,35.846
c86,,46354.026,32777.191,35.882
c87,,46354.201,32777.821,35.905
c88,,46353.648,32778.759,32.358
c89,,46353.558,32779.740,37.582
c90,,46355.158,32779.887,45.937
c91,,46347.682,32777.396,36.335
c92,,46292.267,32779.050,35.593
c93,,46292.315,32781.420,35.559
c94,,46292.244,32776.014,35.424
c95,,46263.365,32778.052,34.638
c96,,46261.541,32778.962,32.292
c97,,46261.578,32779.781,34.698
c98,,46260.901,32782.056,34.639
